,dba_name,Inspection Count,Upgraded,Downgraded,Fail,Pass
20295,SAMBA FOOD INC.,4,1,3,3,1
20296,SAMBO'S,4,1,3,2,2
20297,SAME DAY CAFE,10,5,5,4,6
20298,SAME SAME,10,2,8,7,3
20299,SAMER FOOD,6,3,3,4,2
20300,SAMI BOY GROCER,3,2,1,1,2
20301,SAMI CONVENIENT MART INC,3,1,2,3,0
20302,SAMI SWOI,3,2,1,1,2
20303,SAMICH BOX,2,2,0,1,1
20304,SAMMY'S,14,7,7,8,6
20305,SAMMY'S BREAKFAST-LUNCH-DINNER,12,7,5,4,8
20306,SAMMY'S GOURMET POPCORN INC,5,2,3,4,1
20307,SAMMY'S GRILL,6,1,5,4,2
20308,SAMMY'S HALAL BURGER INC.,5,2,3,5,0
20309,SAMMY'S RED HOT,6,3,3,3,3
20310,SAMMY'S RED HOTS,30,12,18,15,15
20311,SAMMY'S TOUCH,24,11,13,10,14
20312,SAMMYS COUNTRY KITCHEN,14,5,9,3,11
20313,SAMMYS EXPRESS,2,0,2,2,0
20314,SAMS FOOD & DELI,3,2,1,2,1
20315,SAMS GAS,2,1,1,1,1
20316,SAMS MEGA MARKET,4,1,3,3,1
20317,SAN CHAE DOL SOT RESTAURANT,2,0,2,2,0
20318,SAN CHAE RESTAURANT,3,2,1,2,1
20319,SAN FELIPE FRESH MARKET,5,2,3,2,3
20320,SAN JOSE FAST FOOD,2,1,1,2,0
20321,SAN JOSE IMPORTS,2,1,1,1,1
20322,"SAN JOSE RESTAURANT, INC.",2,0,2,1,1
20323,SAN JUAN BAKERY,17,12,5,5,12
20324,SAN JUDITAS BAKERY,9,4,5,5,4
20325,SAN LUIS FREEZE INC,15,8,7,11,4
20326,SAN LUIS RESTAURANT,5,0,5,4,1
20327,SAN MIGUEL,3,1,2,2,1
20328,SAN MIGUEL BAKERY INC.,3,1,2,2,1
20329,SAN MIGUEL RESTAURANT COMIDA AUTENTICA MEXICANA,4,0,4,2,2
20330,SAN MIGUEL SCHOOL,21,6,15,8,13
20331,SAN MIGUELL II PRIVATE SCHOOL,6,0,6,5,1
20332,SAN SOO GAB SAN CORP,20,7,13,12,8
20333,SAN SOO KOREAN BBQ,14,2,12,7,7
20334,SAN'S CHICAGO STYLE HOT DOGS & MORE,2,0,2,1,1
20335,SAN-MARINO DELI,8,2,6,8,0
20336,SANA FOOD MART,2,0,2,1,1
20337,SANABEL BAKERY,4,3,1,1,3
20338,SANABEL GROCERY & BAKERY,14,9,5,3,11
20339,SANCHEZ CATERING,7,6,1,2,5
20340,SANCHEZ GROCERIES,2,1,1,1,1
20341,SANCHEZ MINIMARKET,3,1,2,2,1
20342,SANCHEZ TACOS,21,6,15,9,12
20343,SANCTUARY CHILDCARE DEVELOPMENT CENTER,8,5,3,2,6
20344,SAND BAKE,5,1,4,3,2
20345,SANDARBAN'S FISH BAR,8,3,5,4,4
20346,SANDELLA'S/CAPERS,9,1,8,5,4
20347,SANDERS LOIUNGE,2,1,1,1,1
20348,SANDERS LOUNGE,2,0,2,2,0
20349,SANDOVAL,17,9,8,3,14
20350,SANDRA A VOGWILL,2,1,1,1,1
20351,SANDRA'S FOOD INC.,9,5,4,3,6
20352,SANDUNGA,11,5,6,7,4
20353,SANDWICH & SALAD,2,1,1,1,1
20354,SANDWICH FACTORY AND GRILL,3,0,3,3,0
20355,SANDWICH ME IN,8,2,6,4,4
20356,SANDWICHED,6,2,4,4,2
20357,SANDWICHQUEEN EXPRESS,3,1,2,2,1
20358,SANDWICHQUEEN LLC,5,1,4,4,1
20359,SANDY'S BAKERY & DELI INC,28,13,15,13,15
20360,"SANFORD FOOD,INC",10,3,7,5,5
20361,SANFORD FOODS,2,1,1,1,1
20362,SANG'S KITCHEN,6,2,4,4,2
20363,SANGAMON SPIRITS,2,1,1,0,2
20364,SANGDUEN,4,1,3,3,1
20365,SANGRIA/RADIOSTAR/HOGS & HONEYS,5,2,3,3,2
20366,SANJUSTIN'S KITCHEN INC.,17,7,10,8,9
20367,"SANJUSTINS KITCHEN,INC",3,1,2,3,0
20368,SANOS PIZZERIA,25,6,19,15,10
20369,SANS 2 INC,7,4,3,3,4
20370,SANTA FE FOOD MARKET INC.,3,1,2,1,2
20371,SANTA LUCIA,12,6,6,2,10
20372,SANTA MARIA SUPERMERCADO # 1,3,1,2,2,1
20373,SANTAMARIA FOOD SERVICES INC.,2,1,1,0,2
20374,SANTIS ICE CREAM,3,0,3,2,1
20375,SANTO TORIBIO,2,0,2,2,0
20376,SANTORINI,16,6,10,10,6
20377,SANTOS # 2 FOOD MART,3,3,0,1,2
20378,SANTULLO'S,5,1,4,3,2
20379,SANTULLO'S EATERY,18,7,11,7,11
20380,"SAORY RESTAURANT, INC",6,2,4,5,1
20381,SAPA,2,1,1,1,1
20382,SAPORI,28,12,16,12,16
20383,SAPORI ANTICHI BAR ITALIANO,3,1,2,1,2
20384,SAPORI ANTICHI INTERNATIONAL IMPORTS,3,2,1,0,3
20385,SAPORI NAPOLETANI PIZZERIA RISTORANTE,4,1,3,2,2
20386,SAPORI NAPOLETANI PIZZERIA RISTORANTE E BAR,12,7,5,3,9
20387,SARA LEE BAKERY,3,1,2,2,1
20388,SARA PRODUCE MART,3,1,2,2,1
20389,SARAH & LEE'S CAFE & CATERING,20,14,6,7,13
20390,SARAH E. GOODE. STEM ACADEMY,14,3,11,3,11
20391,SARAH MART INC.,4,3,1,1,3
20392,SARAH'S CANDIES,5,2,3,4,1
20393,"SARAH'S PASTRIES & CANDIES, INC.",6,2,4,3,3
20394,SARAJEVO RESTAURANT,9,4,5,2,7
20395,SARAVALE MEAT MARKET,4,2,2,2,2
20396,SARAVALE MEAT MARKET & EUROPEAN DELI,17,7,10,7,10
20397,SARIKA FOOD INC,2,0,2,1,1
20398,SARITAS RESTAURANT & BAKERY,2,0,2,1,1
20399,SARKS IN THE PARK,4,0,4,3,1
20400,SARKS IN THE PARK LLC,10,2,8,5,5
20401,SARKU JAPAN,5,4,1,2,3
20402,SARPINO'S ALBANY PARK,3,1,2,2,1
20403,SARPINO'S PIZZERIA,72,23,49,38,34
20404,SARPINOS LOOP,24,6,18,16,8
20405,SARPINOS PIZZERIA,30,7,23,21,9
20406,SARRAP FILIPINO CUISINE AND BYOB,5,2,3,4,1
20407,SAS,8,4,4,3,5
20408,SAT KAIVAL FOOD INC/SUBWAY,6,1,5,1,5
20409,SATAY,19,7,12,10,9
20410,SATAZA,4,1,3,2,2
20411,SATINA WORLD MARKET,2,1,1,1,1
20412,SAUCE AND BREAD KITCHEN,5,2,3,1,4
20413,"SAUCY PORK HYDE PARK, LLC.",12,4,8,5,7
20414,SAUCY PORKA,14,7,7,8,6
20415,SAUGANASH GRILL,5,2,3,1,4
20416,SAUGANASH RESTAURANT,2,0,2,1,1
20417,SAUGANASH SCHOOL FOR THE YOUNG YEARS,12,3,9,7,5
20418,SAUL GROCERY STORE,2,0,2,2,0
20419,SAUL MARGIE'S BEEF,5,1,4,4,1
20420,SAUSAGE FEST,6,3,3,2,4
20421,SAVANNA RESTAURANT,9,4,5,4,5
20422,SAVANNAH SUPPER CLUB,9,2,7,7,2
20423,SAVANT EVENTS,5,2,3,2,3
20424,SAVE A LOT,23,7,16,9,14
20425,SAVE A LOT MARKET #24931,4,3,1,1,3
20426,SAVE BIG FOOD MART,2,1,1,1,1
20427,SAVE MORE COMPANY,6,1,5,5,1
20428,SAVE WAY WAREHOUSE MARKET INC.,11,2,9,8,3
20429,SAVE-A-LOT,11,5,6,3,8
20430,SAVE-A-LOT   #856,11,5,6,4,7
20431,SAVE-A-LOT  # 858,14,4,10,7,7
20432,SAVE-A-LOT  #851,2,1,1,1,1
20433,SAVE-A-LOT  #852,18,8,10,7,11
20434,SAVE-A-LOT  #855,3,0,3,3,0
20435,SAVE-A-LOT  #859,30,12,18,18,12
20436,SAVE-A-LOT  #862,21,11,10,10,11
20437,SAVE-A-LOT # 854,13,8,5,6,7
20438,SAVE-A-LOT #851,10,3,7,7,3
20439,SAVE-A-LOT #852,7,2,5,6,1
20440,SAVE-A-LOT #860,4,2,2,2,2
20441,SAVE-A-LOT #882,19,9,10,8,11
20442,SAVE-A-LOT #883,7,3,4,4,3
20443,SAVE-A-LOT #885,5,1,4,4,1
20444,SAVE-A-LOT #886,3,1,2,2,1
20445,SAVECO EXPRESS CO,3,1,2,2,1
20446,SAVERS FOOD MART,3,1,2,2,1
20447,SAVEWAY FOOD,14,2,12,7,7
20448,SAVEWAY FOOD MART,2,1,1,1,1
20449,SAVEWAY SUPERMARKET,2,1,1,0,2
20450,SAVOR,4,1,3,0,4
20451,SAVOR  THE FLAVOR CHICAGO,3,1,2,2,1
20452,SAVORY,3,0,3,3,0
20453,SAVORY FOOD & LIQUOR,4,1,3,2,2
20454,SAVORY SPICE SHOP,2,1,1,0,2
20455,SAVOY BAR & GRILL,3,1,2,1,2
20456,SAWA SUSHI,9,3,6,6,3
20457,SAWTOOTH RESTAURANT AND LOUNGE,12,5,7,6,6
20458,SAWYER  (ANNEX),18,6,12,6,12
20459,SAWYER (MAIN),19,9,10,4,15
20460,SAY CHEEZZZZZ,4,1,3,3,1
20461,SAY GRACE RESTAURANT GROUP,5,1,4,4,1
20462,SAY GRACE RESTAURANT GROUP INC./LOVE TACO,3,1,2,3,0
20463,SAYA'S SOUL FOOD RESTAURANT,3,0,3,2,1
20464,SAYAT NOVA,20,7,13,9,11
20465,SAYEL FOOD MART INC,3,1,2,1,2
20466,SAYURI SUSHI BAR,2,1,1,0,2
20467,SAZON CUBANO 2.0,3,2,1,1,2
20468,SAZON CUBANO INC,7,1,6,4,3
20469,SBARRO,81,34,47,34,47
20470,SBARRO ITALIAN EATERY,5,3,2,2,3
20471,SBARRO LLC,7,2,5,3,4
20472,SBARRO'S,20,7,13,11,9
20473,SBARRO'S PIZZERIA,18,9,9,9,9
20474,SBARROS,7,2,5,5,2
20475,"SBY RG2-1101, LLC",15,3,12,9,6
20476,SCAFURI BAKERY,24,8,16,15,9
20477,SCALI'S BEEF,2,1,1,1,1
20478,SCARLET BAR,3,0,3,3,0
20479,SCHLENKO INC.,7,2,5,2,5
20480,SCHMEAR,6,4,2,4,2
20481,SCHMID,20,10,10,5,15
20482,SCHNEIDER  SENIOR  APARTMENT,16,7,9,5,11
20483,SCHOOL FOR THE YOUNG YEARS,4,3,1,0,4
20484,SCHOOL OF LIFE PRESCHOOL,18,7,11,6,12
20485,SCHOOL OF SCHOLARS LEARNING CENTER LLC,14,8,6,7,7
20486,SCHOOL SNACKS,4,1,3,3,1
20487,SCHOOLHOUSE KITCHEN + STUDIO,7,3,4,2,5
20488,SCHOOLYARD TAVERN & GRILL,17,6,11,10,7
20489,SCHOONER LEARNING ACADEMY,4,2,2,1,3
20490,SCHORSCH VILLAGE IMPROVEMENT,3,1,2,1,2
20491,SCHUBA'S TAVERN/HARMONY GRILL,6,0,6,2,4
20492,SCHUBA'S TAVERN/TIED HOUSE,11,3,8,8,3
20493,SCHUBAS TAVERN/HARMONY GRILL,8,5,3,4,4
20494,SCHULZE & BURCH BISCUIT CO,2,0,2,1,1
20495,SCHWA,19,3,16,17,2
20496,SCHWAB REHAB HOSPITAL&CARE NET,13,2,11,3,10
20497,SCHWEET,5,0,5,2,3
20498,SCHWEET LLC,4,2,2,4,0
20499,SCIENTIFIC GAMES,2,1,1,1,1
20500,SCOFFLAW,16,7,9,8,8
20501,SCONE CITY,7,1,6,4,3
20502,"SCOOP'S, INC.",17,9,8,6,11
20503,SCOOPED COOKIE DOUGH BAR LLC,2,1,1,2,0
20504,SCOOPS DESSERT BAR LLC,2,2,0,1,1
20505,SCOOPS ICE CREAM,2,2,0,1,1
20506,SCOOPS ICE CREAM AND YOGURT LLC,2,1,1,1,1
20507,SCOOTER'S FROZEN CUSTARD LLC,9,3,6,3,6
20508,SCOOZI,3,1,2,1,2
20509,SCOTT'S HAMBURGER HEAVEN,8,2,6,4,4
20510,SD LIQUOR INC.,4,4,0,4,0
20511,SDG DUBU SO GONG DONG TOFU & BBQ,5,4,1,1,4
20512,SE' NSE ASIAN CUISINE,9,3,6,5,4
20513,SEA & OLIVE,11,1,10,11,0
20514,SEA FOOD HOT POT,13,5,8,8,5
20515,SEA SHELL RESTAURANT,16,2,14,9,7
20516,SEADOG SUSHI BAR,23,9,14,12,11
20517,"SEAFOOD & STEAK MARKET, INC",4,0,4,2,2
20518,SEAFOOD CITY,6,2,4,5,1
20519,SEAFOOD CITY SUPERMARKET,17,4,13,10,7
20520,SEAFOOD CITY SUPERMARKET/GRILL CITY/CRISPY TOWN/NO,9,2,7,6,3
20521,SEAFOOD CRIB,2,0,2,1,1
20522,SEAFOOD FISH & CHICKEN CRIB,2,1,1,1,1
20523,SEAFOOD GARDEN,3,1,2,2,1
20524,SEAFOOD HARBOR RESTAURANT,8,2,6,3,5
20525,SEAFOOD JUNCTION,23,7,16,12,11
20526,SEAFOOD JUNCTION # 4 INC.,17,8,9,8,9
20527,SEAFOOD JUNCTION MARKET,6,1,5,4,2
20528,SEAFOOD LAND,9,2,7,6,3
20529,SEAFOOD MARKET /RESTAURANT,8,1,7,6,2
20530,SEAFOOD ON THE TABLES,11,1,10,7,4
20531,SEAFOOD PALACE,5,1,4,3,2
20532,SEAFOOD SHACK & STEAK,4,2,2,2,2
20533,SEAFOOD SHACK & STEAK MARKET ON STONY INC.,4,2,2,2,2
20534,SEAMOS FELICES,6,1,5,4,2
20535,SEASHELL,12,1,11,11,1
20536,SEASHELL FISH & CHICKEN,27,11,16,14,13
20537,SEASHELL FISH AND CHICKEN,2,0,2,2,0
20538,SEASHELL ON 111TH INC,9,2,7,8,1
20539,SEASHELL RESTAURANT,66,15,51,41,25
20540,SEASHELL RESTAURANTS,5,3,2,2,3
20541,SEASONNNN & SALT,3,2,1,2,1
20542,SEASONS 52,9,4,5,4,5
20543,SEATTLE SUTTON EATING,2,0,2,1,1
20544,SEATTLE SUTTON HEALTHY EATING,3,1,2,2,1
20545,SEATTLE SUTTON'S,3,1,2,2,1
20546,SEATTLE SUTTON'S HEALTHY EATING,10,3,7,6,4
20547,SEATTLE SUTTONS HEALTHY EATING,6,2,4,4,2
20548,"SEATTLE SUTTONS HEALTHY EATING OF CRESTWOOD, INC",2,0,2,1,1
20549,SEATTLE'S BEST COFFEE,3,0,3,2,1
20550,SEAWORLD FOOD MARKET INC,5,2,3,2,3
20551,SEBASTIAN'S COFFEE & BAKERY,6,3,3,6,0
20552,SECOND CITY,5,2,3,1,4
20553,SECOND CITY MEADERY,2,0,2,2,0
20554,SECOND CITY SUBS,3,2,1,1,2
20555,SECOND TIME AROUND,19,5,14,13,6
20556,SECTOR 2337,2,1,1,1,1
20557,SEDGWICK'S,15,7,8,8,7
20558,SEE THRU ASIAN CUISINE INC,5,2,3,2,3
20559,SEE THRU CHINESE,15,4,11,3,12
20560,SEE THRU CHINESE KITCHEN,209,98,111,88,121
20561,SEE THRU CHINESE KITCHEN #13,23,10,13,8,15
20562,SEE THRU CHINESE KITCHEN #15,14,7,7,5,9
20563,SEE THRU CHINESE KITCHEN #19,9,1,8,4,5
20564,SEE THRU CHINESE KITCHEN #21,17,4,13,9,8
20565,SEE THRU CHINESE KITCHEN INC,12,3,9,5,7
20566,SEE THRU CHINESE RESTAURANT,76,34,42,29,47
20567,SEE THRU KITCHEN #16 INC.,2,0,2,1,1
20568,SEEA FOOD MEXICAN RESTAURANT,9,4,5,3,6
20569,SEEDS OF JOY,2,1,1,0,2
20570,SEEDS OF JOY DAYCARE AND FITNESS CENTER,26,8,18,8,18
20571,SEEDWAYS,4,2,2,2,2
20572,SEGNATORE,5,2,3,1,4
20573,SEKLYCIA LITHUANIAN MANOR INN,2,0,2,2,0
20574,SELAM MARKET  INC.,5,3,2,2,3
20575,SELAM MARKET AND RESTAURANT LLC,16,4,12,9,7
20576,SELECT,11,7,4,5,6
20577,"SELECT CIGARS & FRAGRANCES, INC.",2,0,2,1,1
20578,SELECT CUT STEAKHOUSE,19,6,13,4,15
20579,SELINA CHICAGO,6,0,6,3,3
20580,SEMILLAS RESTAURANT,13,5,8,8,5
20581,SEMIRAMIS MEDITERRANEAN,4,0,4,4,0
20582,SEMIRAMIS RESTAURANT,15,7,8,6,9
20583,SENI  CATERING,2,1,1,1,1
20584,SENOR MARIACHI MEXICAN RESTAURANT,7,2,5,4,3
20585,SENOR PAN CAFE,49,10,39,30,19
20586,SENOR PAN CAFE EXPRESS,2,0,2,2,0
20587,"SENOR PAN CAFE, TAPAS, Y VINOS",10,4,6,6,4
20588,SENOR PAN EXPRESS,7,2,5,4,3
20589,SENOR PAN INC.,2,1,1,1,1
20590,SENORITAS,17,7,10,12,5
20591,SENORITAS CANTINA,7,3,4,6,1
20592,"SENSATIONAL BITES, INC",5,1,4,2,3
20593,SEOUL COREA RESTAURANT,15,4,11,5,10
20594,SEOUL DAN LAN II,7,1,6,4,3
20595,SEOUL STICK,3,1,2,1,2
20596,SEOUL TACO,47,8,39,31,16
20597,"SEOUL TOKYO CAFE, INC.",2,1,1,1,1
20598,SEPIA,31,14,17,13,18
20599,SERAI,12,2,10,8,4
20600,SERBIAN EASTERN ORTHODOX,12,6,6,6,6
20601,SERENA  RESTAURANT,19,12,7,8,11
20602,SERENDIPITY CHILDCARE,16,7,9,6,10
20603,SERGIE'S PIZZERIA INC.,2,0,2,1,1
20604,SERGIO BARAJAS,9,4,5,3,6
20605,SERGIO'S PLACE,12,5,7,6,6
20606,SERGIO'S TAQUERIA PIZZA INC.,21,9,12,7,14
20607,SERRELLI'S FOODS,3,0,3,2,1
20608,SERRELLIS FINER FOODS,9,4,5,6,3
20609,SERVE TE AND SHAKES,3,3,0,2,1
20610,SERVING ALL FAMILIES EVERYWHERE #2,8,4,4,4,4
20611,SERVING CHICAGO'S FINEST,7,1,6,6,1
20612,SERVYOSELF,5,2,3,3,2
20613,SEVEN,24,6,18,13,11
20614,SEVEN ELEVEN,12,8,4,2,10
20615,SEVEN FOOD,7,2,5,6,1
20616,SEVEN LOUNGE,5,2,3,3,2
20617,"SEVEN NINE ELEVEN FOOD MART, INC.",2,0,2,1,1
20618,SEVEN STAR,2,1,1,1,1
20619,SEVEN STAR CHINESE CUISINE,14,6,8,5,9
20620,SEVEN STAR CHINESE CUISINE INC.,3,3,0,3,0
20621,SEVEN TEN,19,5,14,10,9
20622,SEVEN TEN/ATLAS,10,6,4,4,6
20623,SEVEN TREASURES,30,13,17,18,12
20624,SEVILLE,4,1,3,1,3
20625,SEWARD BRANCH,20,13,7,8,12
20626,SEXTON,5,2,3,2,3
20627,SFERA SICILIAN STREET FOOD,5,1,4,2,3
20628,SH GRILL,3,0,3,1,2
20629,SH MINI MART,2,2,0,1,1
20630,SHAAREI CHINUCH DAY SCHOOL,11,5,6,7,4
20631,SHABANI'S GTS FAST FOOD,9,5,4,4,5
20632,SHABOWL,3,1,2,1,2
20633,SHAH JALAL GROCERY,9,3,6,4,5
20634,SHAH MINI MART,5,1,4,1,4
20635,SHAKE IT HEALTHY,2,1,1,1,1
20636,SHAKE SHACK,46,23,23,14,32
20637,SHAKESPEAR ROSE CULINARY KITCHEN,2,0,2,2,0
20638,SHALOM DELI INC,3,2,1,1,2
20639,SHAM MARKET,2,1,1,1,1
20640,SHAMBLES BAR,13,2,11,10,3
20641,SHAN FOOD,30,11,19,13,17
20642,SHAN SHAAN TASTE,6,0,6,4,2
20643,SHANG NOODLE STREETERVILLE,2,0,2,1,1
20644,SHANGHAI BISTRO,4,2,2,2,2
20645,SHANGHAI INN RESTAURANT,16,4,12,5,11
20646,SHAR MEAT MARKET II,2,1,1,1,1
20647,SHARABI MINI MART,4,0,4,2,2
20648,SHARI SUSHI BAR,5,1,4,4,1
20649,SHARIF'S FOOD & LIQUORS INC.,18,8,10,8,10
20650,SHARK,5,4,1,1,4
20651,SHARK FAST FOOD,10,4,6,6,4
20652,SHARK FISH & CHICKEN,19,6,13,9,10
20653,SHARK FISH AND CHICKEN,16,7,9,7,9
20654,SHARK'S FISH & CHICKEN,4,0,4,3,1
20655,SHARKS,13,3,10,9,4
20656,SHARKS EXPRESS OF KENWOOD,13,2,11,10,3
20657,SHARKS FAST FOOD,6,4,2,3,3
20658,SHARKS FISH  &  CHICKEN,2,1,1,1,1
20659,SHARKS FISH & CHICKEN,216,73,143,112,104
20660,SHARKS FISH &CHICKEN,11,3,8,6,5
20661,SHARKS FISH AND CHICKEN,17,9,8,6,11
20662,SHARKS FISH AND GRILL,11,4,7,8,3
20663,SHARKS FISH CHICKEN AND TONYS PHILLY STEAKS,5,2,3,4,1
20664,SHARKS FISH TONY STEAK,20,5,15,13,7
20665,"SHARKS FISH, CHICKEN & PHILLY STEAKS",4,2,2,2,2
20666,SHARKS FISH-CHICKEN,12,4,8,4,8
20667,SHARKS RESTAURANT,4,3,1,1,3
20668,SHARKS SEAFOOD,2,1,1,0,2
20669,SHARKY'S,3,0,3,1,2
20670,SHARKY'S FISH CHICKEN,3,2,1,2,1
20671,SHARMA GROCERY INC,3,0,3,2,1
20672,SHARONA REALTY & SALES,4,3,1,2,2
20673,SHARPS MARKET,3,1,2,2,1
20674,SHATA MEDITERRANEAN,2,0,2,2,0
20675,"SHAVED ICE DISTRIBUTORS, INC.",2,1,1,0,2
20676,SHAW'S CRAB HOUSE,28,8,20,9,19
20677,SHAWARM & GRILL,2,1,1,1,1
20678,SHAWARMA,22,9,13,12,10
20679,SHAWARMA GARDEN,10,4,6,4,6
20680,SHAWARMA INN II,4,2,2,3,1
20681,SHAWARMA INN III,18,6,12,12,6
20682,SHAWARMA STOP,8,4,4,5,3
20683,"SHAWARMAN, CORP",2,0,2,2,0
20684,SHAWN MICHELLE'S CHURNED HOME MADE ICE CREAM,3,0,3,2,1
20685,SHAWN MICHELLE'S CHURNED HOME MADE ICE CREAM INC.,3,1,2,1,2
20686,SHAWN MICHELLE'S HOME MADE IC,2,1,1,2,0
20687,SHAY CHICAGO,3,1,2,2,1
20688,SHAY-BOO'S KITCHEN,7,4,3,3,4
20689,SHAYBOO FOOD INC.,4,2,2,3,1
20690,SHE-NANNIGAN'S HOUSE OF BEERS,16,7,9,10,6
20691,SHEBA YEMEN RESTAURANT,2,0,2,1,1
20692,SHEEBA MANDI HOUSE,8,1,7,5,3
20693,SHEEBA MEAT & GROCERY,7,1,6,6,1
20694,"SHEESH MAHAL DHABA, INC.",13,6,7,6,7
20695,SHEFFIELD AT LINCOLN PARK,2,1,1,1,1
20696,SHEFFIELD BASEBALL CLUB,6,2,4,3,3
20697,SHEFFIELD BEER & WINE GARDEN,20,7,13,8,12
20698,SHEFFIELD GROCERS,5,2,3,3,2
20699,SHEIKA FOOD MARKET,4,2,2,2,2
20700,"SHEKINAH GLORY, LLC",3,0,3,2,1
20701,SHELDON LIQUORS,12,4,8,6,6
20702,SHELL,68,19,49,35,33
20703,SHELL FOOD,2,0,2,2,0
20704,SHELL FOOD MART,3,2,1,2,1
20705,SHELL GAS STATION,3,1,2,1,2
20706,SHELL SERVICE STATION,7,2,5,5,2
20707,SHELL SUBWAY,16,7,9,4,12
20708,SHELLSEEKERS SEAFOOD MARKET,10,2,8,8,2
20709,SHELLY'S FREEZE,15,9,6,7,8
20710,SHER A PUNJAB,7,3,4,4,3
20711,SHERATON CHICAGO HOTEL & TOWER,54,24,30,21,33
20712,SHERATON CHICAGO HOTEL/TOWER,37,19,18,9,28
20713,SHERATON CHICAGO HOTEL/TOWERS,25,10,15,12,13
20714,SHERATON HOTEL/TOWERS,14,6,8,4,10
20715,SHERI & JAMES FOOD MART,3,1,2,2,1
20716,SHERIDAN CHASE FOOD MART INC.,4,3,1,2,2
20717,SHERIDAN IRVING L LIQUORS INC,5,0,5,3,2
20718,SHERIDAN LIQUOR & LOUNGE,3,1,2,0,3
20719,SHERIDAN M. MAGNET,15,10,5,1,14
20720,SHERIDAN PARK FOOD & LIQUOR,5,3,2,3,2
20721,SHERIDAN SHORES CARE & REHAB,14,6,8,8,6
20722,SHERIDAN VILLAGE NURSING AND REHABILITATION,2,0,2,0,2
20723,SHERIDAN-ARGYLE APTS,3,2,1,1,2
20724,SHERNIQUES EGGS ON THE RUN,23,2,21,19,4
20725,SHERRY'S BAR,2,1,1,1,1
20726,SHERRY'S FOOD MART,6,2,4,2,4
20727,"SHIBAM CITY RESTAURANT, INC.",10,3,7,4,6
20728,SHIBAM RESTAURANT,15,1,14,10,5
20729,SHIBAM RESTAURANT CATERING,8,1,7,7,1
20730,SHIBAM YEMENI KITCHEN,8,2,6,5,3
20731,SHIELDS ELEMENTARY MAIN,19,11,8,5,14
20732,SHIFT,2,2,0,1,1
20733,SHIFT ON SHEFFIELD,8,2,6,5,3
20734,SHILAS RESTAURANT,18,7,11,11,7
20735,SHIMBO'S,12,3,9,5,7
20736,SHINE RESTAURANT,30,9,21,20,10
20737,SHINING STAR CHILD DEVELOPMENT,16,8,8,7,9
20738,SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS,20,9,11,8,12
20739,SHINING STAR CHILD DEVELOPMENT INSTITUTE OF THE ARTS INC.,17,6,11,3,14
20740,SHINING STAR EARLY LEARNING ACADEMY,19,9,10,7,12
20741,SHINING STAR YOUTH & COMMUNITY,2,0,2,2,0
20742,SHINJU SUSHI JAPANESE RESTAURANT LLC,27,8,19,12,15
20743,SHINOBU,4,1,3,2,2
20744,SHINWARI GRILL,8,2,6,5,3
20745,SHINYA GRILL & BAR,4,1,3,2,2
20746,SHINYA RAMEN HOUSE,14,6,8,7,7
20747,SHIRAZ,2,1,1,2,0
20748,SHIRLEY RYAN ABILITY LAB,16,5,11,6,10
20749,SHIRLEY SOUL FOOD AND CATERING,10,3,7,8,2
20750,SHIRLEY'S CAFE,6,1,5,5,1
20751,SHIROI-HANA RESTAURANT,5,2,3,3,2
20752,SHISO,15,12,3,5,10
20753,"SHIV CAFETERIA, INC.",9,5,4,3,6
20754,SHIV SHAKTI INVESTMENT,2,1,1,1,1
20755,"SHOKOLAD PASTRY & CAFE, INC",17,12,5,2,15
20756,SHOKRAN,21,3,18,13,8
20757,SHOP & SALE INC,4,2,2,3,1
20758,SHOP & SAVE FOOD MART,3,1,2,2,1
20759,SHOP & SAVE MARKET,41,15,26,15,26
20760,SHOP & SAVE MARKET #2100,43,13,30,24,19
